,"Bollinger bands, mean",Accumulation/Distribution,"Bollinger bands, lower band",MA Exponential,"Envelopes, fist number",Index performance,"MA Convergence/Divergence, first number",Momentum,"Price Channels, first number",Parabolic SAR,SALDO,CHANGE_MONEY,CHANGE_GOV_REMAINS_BR,MOVING_DEBT,CHANGE_BANKS_DEBT,CHANGE_BANKS_REPO_DEBT,MINFIN_FORCURR_OPERATIONS,BR_REG_RESERVES,BR_NETTO,MOSPRIME_ONE_DAY,MOSPRIME_ONE_WEEK,MOSPRIME_TWO_WEEKS,MOSPRIME_ONE_MONTH,MEAN_REPO_KSU_DAY,MEAN_REPO_KSU_WEEK,ROISFIX_ONE_WEEK,ROISFIX_TWO_WEEKS,ROISFIX_ONE_MONTH,MEAN_RTSI,RUONIA,RUREPO_ON,RUREPO_WEEK,RUREPO_TWO_WEEKS,RUREPO_MONTH,GOV_REPO_RATE,MEAN_BANK_RATES,WAP,VALUE,NUMTRADES,MEAN_PARAMS
2017-10-24,7.971,-648294000000.0,7.971,7.94376,7.971,5.16648,-0.03295353333333333,0.45,8.075,7.61247,126.4,34.4,-164.9,6.5,0.0,6.1,3.5,0.0,-2.9,8.22,8.35,8.35,8.45,8.045,8.115,8.07,8.04,8.02,1128.7575,7.78,8.7,8.77,8.89,9.04,8.5,7.270333333333335,8.05,25928764000,89,7.9075
2017-10-25,7.953500000000001,-668817000000.0,7.953500000000001,7.985010000000001,7.9535,-0.222986,-0.0202009,0.4,8.075,7.63822,845.2,24.0,-688.4,-30.5,0.0,6.0,3.5,0.0,536.3,8.25,8.33,8.33,8.43,8.19,8.105,8.05,8.03,7.99,1124.235,7.86,8.67,8.78,9.01,9.2,8.5,7.270333333333335,8.15,20862760000,78,8.2975
2017-10-26,7.995999999999999,-688592000000.0,7.995999999999999,7.998010000000002,7.996,-3.62282,-0.014947933333333331,0.25,8.075,7.6634600000000015,134.9,10.7,-13.7,0.0,0.0,0.0,3.5,0.0,-15.5,8.27,8.32,8.33,8.43,8.265,8.184999999999999,8.04,8.02,7.99,1116.995,7.99,8.62,8.72,8.87,8.94,8.5,7.270333333333335,8.22,20522876000,76,8.219999999999999
2017-10-27,7.995999999999999,-688592000000.0,7.995999999999999,7.998010000000002,7.996,-3.62282,-0.014947933333333331,0.25,8.075,7.6634600000000015,182.6,2.1,42.3,0.0,0.0,21.0,3.5,0.0,-13.2,8.26,8.28,8.3,8.4,8.245000000000001,8.175,8.04,8.0,7.99,1115.1075,7.82,8.7,8.71,8.91,8.96,8.5,7.270333333333335,8.25,19774524000,85,8.165
2017-10-30,8.003,-688102000000.0,8.003,8.10673,8.003,-0.891283,0.014270500000000002,0.08,8.094999999999999,7.71242,192.9,43.1,-158.7,0.0,0.0,28.0,3.6,0.0,29.7,8.24,8.28,8.29,8.34,8.24,8.105,7.99,7.97,7.96,1124.9350000000004,8.11,8.64,8.73,9.01,9.14,8.25,7.2203333333333335,8.22,19869774000,85,8.307500000000001
2017-10-31,8.002,-701013000000.0,8.002,8.123380000000001,8.001999999999999,-0.822768,0.018676400000000003,0.19,8.094999999999999,7.73618,166.5,23.5,227.9,1.2,0.0,68.7,3.5,0.0,-50.4,8.3,8.31,8.3,8.34,8.42,8.120000000000001,7.97,7.96,7.96,1118.935,8.02,8.74,8.71,8.93,8.99,8.25,7.2203333333333335,8.4,18430950000,62,8.2775
2017-11-01,8.017000000000001,-698492000000.0,8.017000000000001,8.1587,8.017000000000001,1.32516,0.02729172333333333,0.75,8.094999999999999,7.75945,166.5,-9.9,36.6,-25.8,21.2,-56.3,3.5,0.0,-3.3,8.33,8.32,8.31,8.35,8.265,8.14,7.95,7.95,7.95,1123.6125,8.1,8.73,8.75,8.97,9.1,8.25,7.088333333333334,8.25,20288525000,83,8.229999999999999
2017-11-02,7.9445000000000014,-716518000000.0,7.9445000000000014,7.87696,7.9445,-23.0501,-0.042645133333333335,-1.25,7.58,8.9,156.1,-38.0,455.0,0.0,0.0,258.6,3.5,0.0,0.8,8.37,8.34,8.34,8.37,8.305,8.19,7.95,7.95,7.95,1121.4625,8.23,8.78,8.8,8.98,9.12,8.25,7.088333333333334,8.31,22681061806,103,8.2725
2017-11-03,7.9445000000000014,-716518000000.0,7.9445000000000014,7.87696,7.9445,-23.0501,-0.042645133333333335,-1.25,7.58,8.9,154.2,-40.1,89.5,0.0,0.0,-57.9,3.5,0.0,-77.9,8.33,8.36,8.36,8.37,8.005,7.854999999999999,7.96,7.95,7.95,1117.585,7.98,8.78,8.8,8.98,9.12,8.25,7.088333333333334,8.1,23099482000,156,7.47
2017-11-07,7.9285,-721320000000.0,7.9285,7.827260000000001,7.9285,-1.99995,-0.050967266666666663,0.18,7.58,8.80734,233.0,33.1,-31.0,0.0,0.0,-36.7,3.5,0.0,-839.2,8.12,8.31,8.33,8.37,7.685,7.85,7.94,7.94,7.95,1132.8775,7.74,8.53,8.69,8.83,8.88,8.25,7.088333333333334,7.89,20332910918,124,7.699999999999999
2017-11-08,7.9235,-748245000000.0,7.9235,7.8018100000000015,7.9235000000000015,-5.5351,-0.05491133333333333,-0.05,7.555,8.76239,953.1,-3.2,-87.8,-22.4,-171.4,-0.5,3.5,0.1,784.7,8.1,8.27,8.31,8.36,7.91,7.975,7.94,7.94,7.94,1146.955,7.76,8.6,8.72,8.93,9.05,8.25,7.088333333333334,7.9,23544174000,139,7.965000000000001
2017-11-09,7.898500000000001,-784789000000.0,7.898500000000001,7.801439999999999,7.8985,-1.85511,-0.05238273333333334,0.1,7.555,8.71834,171.4,-36.3,83.8,0.0,0.0,0.8,5.9,0.0,41.1,8.18,8.26,8.29,8.36,7.975,8.015,7.93,7.93,7.94,1154.845,7.74,8.68,8.78,9.02,9.16,8.25,7.088333333333334,7.98,31689213000,193,7.87
2017-11-10,7.898500000000001,-784789000000.0,7.898500000000001,7.801439999999999,7.8985,-1.85511,-0.05238273333333334,0.1,7.555,8.71834,131.4,-40.7,-75.3,0.0,0.0,-202.8,5.8,0.0,-18.0,8.2,8.26,8.29,8.36,8.05,8.02,7.91,7.91,7.92,1159.27,7.83,8.67,8.75,8.94,9.05,8.25,7.088333333333334,8.03,36543230000,181,7.95
2017-11-13,7.8584999999999985,-855141000000.0,7.8584999999999985,7.7469199999999985,7.8585,-6.0463,-0.06016526666666666,-0.5,7.555,8.63287,149.9,6.2,21.4,0.0,0.0,-1.4,5.8,0.0,-12.0,8.22,8.27,8.3,8.36,8.094999999999999,8.08,7.9,7.9,7.9,1154.9125,7.86,8.66,8.77,8.98,9.09,8.25,7.088333333333334,8.1,36524354000,171,7.885
2017-11-14,7.8835000000000015,-853002000000.0,7.8835000000000015,7.807539999999999,7.8835,0.323439,-0.042076406666666656,0.0,7.49,8.59141,162.5,-16.6,46.8,8.4,0.0,45.6,5.8,0.0,-0.4,8.23,8.28,8.3,8.36,8.08,8.094999999999999,7.91,7.91,7.91,1143.87,7.92,8.71,8.77,8.98,9.09,8.25,7.088333333333334,8.11,33828206000,105,7.889999999999999
2017-11-15,7.8915000000000015,-870528000000.0,7.8915000000000015,7.87803,7.8915,0.8539260000000001,-0.02206166666666667,-0.29,7.49,8.55079,-84.3,-15.8,-99.4,-14.4,-10.1,-4.8,5.9,0.1,-237.0,8.25,8.3,8.32,8.36,8.059999999999999,8.094999999999999,7.91,7.91,7.91,1123.405,7.98,8.71,8.77,8.98,9.09,8.25,7.088333333333334,8.08,36364472000,178,8.0675
2017-11-16,7.882999999999999,-903500000000.0,7.882999999999999,7.80243,7.882999999999999,-8.361189999999999,-0.03870172,-0.68,7.48,8.51097,158.1,-24.8,133.7,0.0,0.0,121.1,5.8,1.9,7.8,8.3,8.33,8.34,8.37,8.129999999999999,8.1,7.93,7.93,7.92,1120.61,7.99,8.71,8.77,8.98,9.09,8.25,7.088333333333334,8.11,35052378000,125,8.184999999999999
2017-11-17,7.882999999999999,-903500000000.0,7.882999999999999,7.80243,7.882999999999999,-8.361189999999999,-0.03870172,-0.68,7.48,8.51097,151.4,-20.1,215.0,0.0,40.0,59.7,5.8,-3.1,-12.4,8.27,8.31,8.33,8.36,8.040000000000001,8.11,7.94,7.93,7.92,1129.915,7.99,8.69,8.77,8.98,9.09,8.25,7.088333333333334,8.04,32971413000,160,7.8225
2017-11-20,7.906000000000001,-916492000000.0,7.906000000000001,7.87115,7.906000000000001,-1.94592,-0.017145233333333332,-0.2,7.95,8.433710000000001,163.3,40.6,68.8,0.0,0.0,15.7,5.8,0.0,6.8,8.28,8.31,8.33,8.36,8.135,8.115,7.94,7.94,7.92,1132.4350000000004,8.0,8.6,8.65,8.79,8.83,8.25,7.088333333333334,8.13,32181521000,126,8.015
2017-11-21,7.9209999999999985,-901101000000.0,7.9209999999999985,7.89692,7.9209999999999985,-2.45972,-0.00916,1.25,7.95,8.396239999999999,155.7,29.4,-12.6,21.2,0.0,-70.3,5.8,0.2,16.9,8.29,8.31,8.33,8.36,8.145,8.175,7.95,7.94,7.92,1139.7275,7.98,8.56,8.61,8.74,8.83,8.25,7.088333333333334,8.17,37562541000,115,8.025
2017-11-22,7.8785,-943072000000.0,7.8785,7.83754,7.878500000000002,-6.18366,-0.022523356666666664,0.1,7.95,8.35951,47.9,21.9,-3.2,-25.2,0.0,-29.2,5.8,0.0,-108.6,8.3,8.31,8.33,8.36,7.95,8.11,7.95,7.94,7.92,1153.945,7.96,8.55,8.61,8.74,8.83,8.25,7.088333333333334,8.01,46172601000,218,7.9975000000000005
2017-11-23,7.8660000000000005,-946526000000.0,7.8660000000000005,7.85003,7.8660000000000005,-2.10108,-0.01787976666666666,-0.03,7.95,8.32352,158.0,14.0,-87.5,0.0,0.0,-55.6,0.0,0.0,-5.4,8.29,8.31,8.33,8.36,7.895,8.030000000000001,7.95,7.94,7.92,1160.2575,7.95,8.51,8.61,8.74,8.81,8.25,7.088333333333334,7.93,41970716000,230,7.8575
2017-11-24,7.8660000000000005,-946526000000.0,7.8660000000000005,7.85003,7.8660000000000005,-2.10108,-0.01787976666666666,-0.03,7.95,8.32352,165.3,11.3,-184.0,0.0,0.0,-53.9,11.5,0.0,18.9,8.3,8.32,8.33,8.36,7.895,8.015,7.95,7.94,7.91,1161.1,7.97,8.5,8.65,8.78,8.81,8.25,7.088333333333334,7.89,20722042000,121,7.9399999999999995
2017-11-27,7.849,-970418000000.0,7.849,7.93602,7.849,-0.228896,0.0056851366666666675,0.36,7.95,6.5952,144.5,55.4,-502.8,0.0,0.0,104.5,5.8,0.0,12.1,8.33,8.31,8.33,8.36,8.125,8.155000000000001,7.95,7.94,7.91,1163.515,8.03,8.48,8.63,8.78,8.78,8.25,7.088333333333334,8.15,11825788000,72,8.11
2017-11-28,7.84,-991576000000.0,7.84,7.948819999999999,7.84,-1.7041400000000002,0.009264866666666666,0.35,8.015,6.667389999999998,136.7,31.4,-10.2,8.2,0.0,72.2,5.8,0.0,64.2,8.39,8.35,8.36,8.36,8.21,8.184999999999999,7.94,7.94,7.91,1155.81,8.2,8.51,8.63,8.78,8.78,8.25,7.088333333333334,8.21,17609921000,88,8.215
2017-11-29,7.8305,-1017170000000.0,7.8305,7.95905,7.8305,-5.86054,0.011937533333333332,0.35,8.025,6.77915,325.1,19.4,283.7,-26.0,0.0,191.0,5.8,0.0,211.9,8.47,8.39,8.38,8.37,8.4,8.28,7.94,7.94,7.91,1151.9375,8.28,8.7,8.76,8.86,8.91,8.25,7.088333333333334,8.38,23993725000,80,8.19
2017-11-30,7.808,-1036640000000.0,7.808,7.937239999999999,7.808,-7.29758,0.0064865566666666655,-0.2,8.075,6.92082,128.7,3.0,-147.1,0.0,0.0,-238.6,5.8,0.0,-17.0,8.45,8.38,8.38,8.38,8.435,8.39,7.94,7.94,7.9,1135.585,8.24,8.75,8.73,8.77,8.82,8.25,7.088333333333334,8.44,26291156000,105,8.2775
2017-12-01,7.808,-1036640000000.0,7.808,7.937239999999999,7.808,-7.29758,0.0064865566666666655,-0.2,8.075,6.92082,140.3,-22.0,334.2,0.0,0.0,194.4,5.8,0.0,-3.6,8.4,8.39,8.39,8.38,8.059999999999999,8.04,7.94,7.94,7.9,1131.6174999999996,8.21,8.56,8.69,8.76,8.79,8.25,7.215000000000002,7.98,27751870000,178,8.1075
2017-12-04,7.8685,-1059300000000.0,7.8685,7.85343,7.8685,-7.54362,-0.01431047,0.0,8.025,7.1710600000000015,135.0,12.6,-82.6,0.0,0.0,-101.2,5.8,0.0,-4.0,8.35,8.37,8.37,8.38,8.035,8.075,7.94,7.94,7.89,1127.3049999999996,7.83,8.53,8.63,8.82,8.93,8.25,7.215000000000002,8.03,21926459000,122,7.9575
2017-12-05,7.8775,-1074900000000.0,7.8775,7.90475,7.877499999999999,-0.380474,-0.0011434866666666665,0.25,8.025,7.28137,137.5,-9.3,-195.8,0.0,0.0,-252.4,5.8,0.5,-189.4,8.27,8.34,8.34,8.38,8.09,8.065000000000001,7.96,7.95,7.89,1133.11,8.07,8.54,8.63,8.82,8.93,8.25,7.215000000000002,8.1,27932151000,132,7.825
2017-12-06,7.8975,-1107240000000.0,7.8975,7.9438,7.897500000000001,0.0984766,0.008628276666666667,0.0,8.025,7.382860000000001,171.9,-26.8,340.5,-25.1,0.0,216.0,5.8,0.0,69.0,8.44,8.4,8.38,8.38,8.114999999999998,8.08,7.96,7.95,7.89,1129.9675000000002,8.07,8.55,8.61,8.82,8.93,8.25,7.215000000000002,8.12,34310547000,110,8.129999999999999
2017-12-07,7.9085,-1115430000000.0,7.9085,7.959039999999999,7.9085,-2.30304,0.012190543333333331,0.02,8.025,7.47624,121.5,-52.8,84.2,0.0,0.0,12.0,5.9,0.0,-1.3,8.42,8.39,8.39,8.38,8.2,8.08,7.97,7.95,7.89,1123.295,8.11,8.51,8.59,8.68,8.72,8.25,7.215000000000002,8.21,32341060000,132,8.165000000000001
2017-12-08,7.9085,-1115430000000.0,7.9085,7.959039999999999,7.9085,-2.30304,0.012190543333333331,0.02,8.025,7.47624,122.3,-54.6,619.7,0.0,0.0,3.0,12.8,0.0,-0.3,8.4,8.41,8.38,8.38,8.120000000000001,8.115,7.97,7.95,7.89,1120.555,8.09,8.51,8.59,8.68,8.72,8.25,7.215000000000002,8.16,40960944000,181,8.085
2017-12-11,7.893499999999999,-1223740000000.0,7.893499999999999,7.78378,7.8935,-12.4068,-0.03141840666666667,-0.65,7.9,8.55,122.1,-6.5,80.9,0.0,22.0,-1.3,12.7,0.0,-584.4,8.37,8.34,8.34,8.37,8.059999999999999,8.11,7.96,7.95,7.89,1132.485,7.98,8.53,8.63,8.82,8.93,8.25,7.215000000000002,8.09,57836955000,238,7.96
2017-12-12,7.8885,-1234480000000.0,7.8885,7.81703,7.8885,-0.424428,-0.022212466666666663,-0.05,7.9,8.524,121.3,-23.2,96.5,18.0,0.0,46.1,12.7,0.0,5.1,8.26,8.33,8.33,8.36,8.015,8.07,7.98,7.94,7.9,1149.8049999999996,7.99,8.43,8.54,8.63,8.66,8.25,7.215000000000002,8.03,50468814000,201,7.6875
2017-12-13,7.891000000000001,-1213620000000.0,7.891000000000001,7.89562,7.891,1.2693,-0.0019726066666666668,0.05,7.835,8.49852,732.1,-31.7,-260.7,-40.0,-110.8,-129.3,12.6,0.1,-14.9,8.24,8.31,8.33,8.36,8.0,8.035,7.99,7.94,7.9,1143.0925,7.97,8.46,8.58,8.74,8.85,8.25,7.215000000000002,8.01,53710953000,211,7.987500000000001
2017-12-14,7.8660000000000005,-1261280000000.0,7.8660000000000005,7.7165,7.8660000000000005,-15.0909,-0.04576163333333333,-1.0,7.65,8.47355,350.4,-52.0,-144.0,0.0,0.0,0.0,12.8,0.0,262.7,8.21,8.24,8.29,8.33,8.094999999999999,8.02,7.95,7.91,7.88,1149.0825,7.85,8.43,8.57,8.76,8.87,8.25,7.215000000000002,8.05,41732999000,182,8.129999999999999
2017-12-15,7.8660000000000005,-1261280000000.0,7.8660000000000005,7.7165,7.8660000000000005,-15.0909,-0.04576163333333333,-1.0,7.65,8.47355,473.5,-56.6,145.1,0.0,0.0,-100.1,12.6,0.3,-72.7,8.26,8.26,8.28,8.28,8.024999999999999,7.89,7.93,7.9,7.87,1149.3325,7.9,8.46,8.55,8.61,8.65,8.25,7.215000000000002,8.05,47659939000,205,7.5575
2017-12-18,7.7585000000000015,-1346960000000.0,7.7585000000000015,7.404560000000001,7.7585,-20.3163,-0.11836726666666665,-1.44,7.23,8.35802,531.5,-1.3,260.1,0.0,0.0,201.0,12.7,-5.6,71.6,7.92,7.96,7.99,7.95,7.7349999999999985,7.72,7.79,7.77,7.75,1148.5775,7.54,8.14,8.21,8.26,8.32,7.75,7.115,7.74,63030091000,263,7.5725
2017-12-19,7.725999999999999,-1412550000000.0,7.725999999999999,7.39365,7.726,-4.6404,-0.11638603333333332,-0.61,7.23,8.22614,131.0,-8.2,59.0,0.0,0.0,-77.2,12.7,0.1,9.9,7.93,7.91,7.91,7.9,7.61,7.71,7.7,7.69,7.67,1141.17,7.48,8.08,8.12,8.12,8.17,7.75,7.115,7.57,61235433000,315,7.0249999999999995
2017-12-20,7.734000000000001,-1430740000000.0,7.734000000000001,7.46692,7.734,1.14819,-0.09322673333333337,0.26,7.22,6.16,412.8,-13.5,-219.4,-45.5,-13.3,-150.3,12.7,0.0,73.4,7.9,7.91,7.91,7.9,7.6099999999999985,7.645,7.62,7.62,7.6,1132.37,7.5,8.04,8.08,8.12,8.17,7.75,7.115,7.61,65585421000,287,7.545
2017-12-21,7.689,-1477880000000.0,7.689,7.3735300000000015,7.689,-10.4938,-0.1114662,-1.11,7.22,6.2018,140.8,-37.3,199.2,0.0,0.0,158.0,12.7,0.0,9.8,7.88,7.91,7.91,7.9,7.685,7.68,7.62,7.61,7.6,1126.8125,7.5,8.04,8.08,8.12,8.17,7.75,7.115,7.66,56101428704,203,7.805
2017-12-22,7.689,-1477880000000.0,7.689,7.3735300000000015,7.689,-10.4938,-0.1114662,-1.11,7.22,6.2018,330.8,-55.4,3.1,0.0,9.5,-127.0,12.6,0.0,-156.3,7.89,7.91,7.91,7.9,7.695,7.695,7.61,7.6,7.58,1133.225,7.54,8.04,8.08,8.12,8.17,7.75,7.115,7.71,47135127000,198,7.395
2017-12-25,7.5865,-1508850000000.0,7.5865,7.219060000000002,7.5865,-29.1336,-0.13942086666666667,-1.96,7.16,8.31,482.5,-9.4,-579.8,0.0,0.0,-51.3,0.0,0.0,136.0,7.98,7.95,7.93,7.91,7.89,7.73,7.6,7.59,7.58,1141.5725000000002,7.84,8.07,8.1,8.12,8.17,7.75,7.115,7.96,30479909000,130,7.94
2017-12-26,7.511500000000002,-1492510000000.0,7.511500000000002,7.07525,7.5115,-17.2592,-0.16806046666666666,-1.25,5.655,8.31,265.2,-34.3,638.6,221.7,0.0,181.7,25.3,0.0,39.9,7.98,7.98,7.94,7.91,7.795,7.745,7.6,7.59,7.58,1143.59,7.58,8.17,8.24,8.23,8.23,7.75,7.115,7.72,37350185000,203,6.9799999999999995
2017-12-27,7.461500000000001,-1512420000000.0,7.461500000000001,7.0602,7.4615,-9.99592,-0.1636713,-0.25,5.655,8.0976,718.8,-65.5,119.0,-32.4,0.0,-120.0,12.6,0.0,-22.4,7.98,7.98,7.93,7.91,7.57,7.745,7.58,7.58,7.57,1148.51,7.41,8.13,8.24,8.23,8.23,7.75,7.115,7.51,36830096000,129,6.234999999999999
2017-12-28,7.413999999999999,-1528930000000.0,7.413999999999999,7.0281600000000015,7.414,-11.7778,-0.1631635,-1.05,5.655,7.8937,745.1,-103.8,97.0,0.0,30.0,-101.6,12.7,0.0,-196.6,7.82,7.85,7.84,7.86,7.455,7.745,7.57,7.57,7.55,1148.535,7.19,8.14,8.2,8.21,8.21,7.75,7.115,7.48,19913525192,111,7.3675
2017-12-29,7.413999999999999,-1528930000000.0,7.413999999999999,7.0281600000000015,7.414,-11.7778,-0.1631635,-1.05,5.655,7.8937,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,7.82,7.69,7.75,7.84,6.5150000000000015,7.745,7.54,7.55,7.55,1150.68,7.19,8.11,8.19,8.2,8.2,7.75,7.115,7.31,16508897000,104,7.295
2018-01-09,6.9105,-1570160000000.0,6.9105,6.24033,6.9105,-15.3728,-0.2990772666666666,0.19,5.655,3.0932,1349.0,306.1,-228.2,15.8,0.0,0.0,0.0,0.0,-845.1,7.72,7.78,7.79,7.84,7.275,7.535,7.56,7.56,7.55,1228.0425,6.88,8.05,8.11,8.12,8.17,7.75,6.494666666666667,7.29,16895574000,134,7.15
2018-01-10,6.8495,-1605480000000.0,6.8495,6.35227,6.8495,-5.1936,-0.25486921,-0.55,5.655,3.18454,1679.9,38.4,-80.2,-39.0,-26.6,20.0,0.0,0.0,1449.6,7.53,7.76,7.78,7.82,7.085,7.35,7.53,7.53,7.55,1231.86,7.16,7.89,7.95,8.0,8.1,7.75,6.494666666666667,7.14,41724232000,298,7.1
2018-01-11,6.796499999999999,-1638860000000.0,6.796499999999999,6.41981,6.7965,-9.25746,-0.22273323333333336,-1.07,5.5,3.27405,240.0,-2.9,-19.9,0.0,0.0,-20.0,0.0,0.0,16.2,7.5,7.73,7.78,7.82,7.105,7.27,7.41,7.46,7.5,1239.43,7.04,7.84,7.92,8.0,8.11,7.75,6.494666666666667,7.13,41215759000,253,6.9975
2018-01-12,6.796499999999999,-1638860000000.0,6.796499999999999,6.41981,6.7965,-9.25746,-0.22273323333333336,-1.07,5.5,3.27405,202.0,-11.1,-62.2,0.0,-79.6,0.0,0.0,0.0,15.2,7.42,7.69,7.77,7.81,7.12,7.25,7.37,7.43,7.46,1254.6175,7.0,7.81,7.91,7.99,8.1,7.75,6.494666666666667,7.12,33375699000,160,6.9750000000000005
2018-01-15,6.7410000000000005,-1696870000000.0,6.7410000000000005,6.63388,6.7410000000000005,-6.904089999999999,-0.14326666666666665,-1.28,6.0,3.5472900000000003,190.2,30.6,-115.8,0.0,0.0,0.0,0.0,0.0,-14.6,7.38,7.7,7.78,7.82,7.21,7.285,7.3,7.35,7.38,1264.595,7.0,7.82,7.91,7.99,8.1,7.75,6.494666666666667,7.2,40549700935,223,7.4
2018-01-16,6.6755,-1750530000000.0,6.6755,6.6871,6.6755,-8.729439999999999,-0.11899400000000004,0.84,6.0,3.7254,206.4,8.0,219.4,0.0,0.0,-40.9,15.1,0.0,-5.8,7.36,7.68,7.76,7.81,7.355,7.4,7.25,7.29,7.32,1259.4575,7.02,7.8,7.88,7.94,8.06,7.75,6.494666666666667,7.36,41626417000,261,7.0575
2018-01-17,6.643000000000002,-1806730000000.0,6.643000000000002,6.619680000000002,6.643000000000002,-16.2222,-0.12571143333333332,-0.15,6.0,3.89639,-477.2,-4.0,-154.6,-40.9,25.7,0.0,15.1,0.0,-666.7,7.35,7.68,7.74,7.79,7.32,7.41,7.22,7.24,7.25,1256.2050000000004,6.98,7.77,7.88,7.94,8.06,7.75,6.494666666666667,7.3,53666337000,323,7.1675
2018-01-18,6.6275,-1783540000000.0,6.6275,6.71375,6.6275,-1.60217,-0.09296233333333333,0.09,6.0,4.06053,170.9,-2.3,26.3,0.0,0.0,0.0,15.2,0.0,1.7,7.38,7.68,7.74,7.79,7.28,7.315,7.2,7.23,7.23,1272.75,7.07,7.77,7.87,7.93,8.04,7.75,6.494666666666667,7.25,56196157000,367,6.8575
2018-01-19,6.6275,-1783540000000.0,6.6275,6.71375,6.6275,-1.60217,-0.09296233333333333,0.09,6.0,4.06053,200.3,4.2,82.4,0.0,0.0,-31.9,15.1,0.0,16.0,7.42,7.67,7.73,7.78,7.19,7.2349999999999985,7.18,7.21,7.2,1275.33,7.01,7.81,7.91,7.97,8.09,7.75,6.494666666666667,7.13,54994534000,255,7.04
2018-01-22,6.617000000000001,-1819230000000.0,6.617000000000001,6.7268,6.616999999999999,-9.35645,-0.07475056666666667,2.55,7.175,4.3693800000000005,185.1,54.6,34.2,0.0,0.0,0.0,15.1,-0.1,-34.5,7.4,7.62,7.69,7.76,7.25,7.325,7.18,7.19,7.19,1277.525,7.01,7.83,7.91,7.96,8.07,7.75,6.494666666666667,7.24,57810278000,266,7.035
2018-01-23,6.544,-1870320000000.0,6.544,6.6414399999999985,6.544,-14.3714,-0.08924889999999999,2.3,7.15,4.51461,219.8,42.1,8.7,6.4,0.0,-0.3,15.1,0.5,-4.9,7.39,7.61,7.68,7.73,7.025,7.3,7.18,7.19,7.19,1284.29,6.95,7.82,7.91,7.96,8.07,7.75,6.494666666666667,7.0,47140154000,244,6.9025
2018-01-24,6.559,-1865180000000.0,6.559,6.77315,6.559,2.51163,-0.050206,0.3,7.15,4.6540300000000006,110.4,28.1,-267.5,-40.9,-134.0,0.2,15.1,-0.5,-185.3,7.36,7.58,7.64,7.72,6.975,7.23,7.17,7.18,7.18,1285.745,6.93,7.8,7.87,7.97,8.08,7.75,6.494666666666667,6.95,51083694000,248,6.755
2018-01-25,6.494,-1875230000000.0,6.494,6.76852,6.494,-4.23148,-0.0462713,0.15,7.15,4.78786,294.9,15.6,-752.7,0.0,0.0,-0.2,15.1,0.0,137.0,7.38,7.58,7.63,7.7,7.08,7.155,7.16,7.17,7.17,1304.2775,7.21,7.76,7.84,7.97,8.08,7.75,6.494666666666667,7.1,17598006000,121,7.2124999999999995
2018-01-26,6.494,-1875230000000.0,6.494,6.76852,6.494,-4.23148,-0.0462713,0.15,7.15,4.78786,159.4,5.0,62.4,0.0,20.0,-0.2,15.0,0.0,142.6,7.48,7.59,7.63,7.7,7.2650000000000015,7.32,7.16,7.17,7.16,1295.0875,7.25,7.82,7.85,7.95,8.08,7.75,6.494666666666667,7.3,12917888000,102,6.995
2018-01-29,6.516000000000001,-1961520000000.0,6.516000000000001,6.67185,6.516,-12.175,-0.0610241,-0.19,6.885,5.0397,17.4,41.4,-54.6,0.0,0.0,0.0,15.1,0.0,-99.1,7.52,7.58,7.62,7.68,7.300000000000002,7.275,7.17,7.17,7.16,1281.0649999999996,7.35,7.83,7.86,7.96,8.09,7.75,6.494666666666667,7.27,42308795000,244,6.9350000000000005
2018-01-30,6.4945,-2004560000000.0,6.4945,6.65148,6.4945,-12.9683,-0.061557500000000015,-0.75,6.93,5.15811,118.6,28.4,557.2,183.1,0.0,200.0,15.2,0.0,-93.6,7.57,7.59,7.61,7.68,7.33,7.355,7.17,7.17,7.16,1276.6925,7.37,7.8,7.85,7.94,8.07,7.75,6.494666666666667,7.32,43977208000,204,6.9325
2018-01-31,6.474499999999999,-2044690000000.0,6.474499999999999,6.62119,6.4745,-14.1418,-0.06466143333333334,-0.27,6.965,5.2717800000000015,203.3,15.2,46.3,9.2,80.0,-200.0,15.0,0.0,-1.9,7.53,7.58,7.61,7.68,7.37,7.4,7.18,7.18,7.17,1277.36,7.12,7.8,7.89,7.96,8.09,7.75,6.494666666666667,7.39,43390120000,150,7.0225
2018-02-01,6.627999999999999,-2075270000000.0,6.627999999999999,6.71095,6.627999999999999,-3.73766,-0.03822046666666667,0.17,6.965,5.38091,209.7,-19.0,38.4,0.0,0.0,0.0,15.1,0.0,-497.5,7.56,7.61,7.6,7.68,7.385,7.295,7.19,7.18,7.16,1288.7275,7.26,7.79,7.87,7.95,8.08,7.75,6.54,7.36,40131742000,295,7.005
2018-02-02,6.627999999999999,-2075270000000.0,6.627999999999999,6.71095,6.627999999999999,-3.73766,-0.03822046666666667,0.17,6.965,5.38091,96.5,-26.3,179.0,0.0,5.0,0.0,15.1,0.0,-21.5,7.52,7.58,7.59,7.66,7.25,7.215,7.2,7.17,7.13,1284.52,7.09,7.79,7.87,7.95,8.08,7.75,6.54,7.29,38736187000,216,7.2275
